Objects
200
,,Global Angle bj_c1_bh:bj_c1_bh,,,,,,Global Angle bj_c1_cwm:bj_c1_cwm,,,,,,Global Angle bj_c1_h:bj_c1_h,,,,,,Global Angle bj_c1_p:bj_c1_p,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
113,0,-0.015711,-0.780205,-0.004473,-429.572571,103.441078,1799.161987,0.005685,-0.010742,-0.011705,-367.245361,91.550835,900.310913,-0.018058,0.045677,-0.034572,-413.780975,180.327728,1146.663086,,,,,,
114,0,-0.015755,-0.780386,-0.004830,-429.561920,103.438980,1799.159790,0.006778,-0.007568,-0.014791,-367.558441,91.660088,900.256348,-0.018185,0.045575,-0.034587,-413.765869,180.319656,1146.646484,,,,,,
115,0,-0.015806,-0.780362,-0.004649,-429.576691,103.450081,1799.157471,0.006897,-0.007771,-0.014531,-367.528534,91.653946,900.253662,-0.017993,0.045882,-0.034679,-413.758789,180.322449,1146.655151,,,,,,
116,0,-0.015533,-0.780231,-0.004900,-429.565460,103.439972,1799.164062,0.006741,-0.007853,-0.015035,-367.545013,91.638901,900.262878,-0.017992,0.045777,-0.034290,-413.765198,180.317535,1146.660400,,,,,,
117,0,-0.015635,-0.780383,-0.004799,-429.563141,103.436493,1799.157104,0.005759,-0.010743,-0.011622,-367.235321,91.546455,900.302979,-0.017967,0.045908,-0.034649,-413.759338,180.315765,1146.663940,,,,,,
118,0,-0.015801,-0.780229,-0.004908,-429.562286,103.447975,1799.168945,0.006911,-0.007298,-0.014914,-367.572510,91.670921,900.257507,-0.018108,0.045796,-0.034709,-413.768311,180.329895,1146.653076,,,,,,
119,0,-0.015672,-0.780330,-0.004932,-429.564545,103.443985,1799.161621,0.006752,-0.007618,-0.014790,-367.559845,91.641998,900.253052,-0.018030,0.045737,-0.034705,-413.773285,180.328979,1146.652954,,,,,,
120,0,-0.015550,-0.780503,-0.004583,-429.568146,103.445374,1799.169067,0.006940,-0.007679,-0.014867,-367.553192,91.665451,900.253540,-0.018224,0.045825,-0.034737,-413.767578,180.333176,1146.647095,,,,,,
121,0,-0.015657,-0.780437,-0.004864,-429.564545,103.446419,1799.168457,0.006570,-0.007616,-0.014566,-367.563873,91.666382,900.270630,-0.018267,0.045831,-0.034759,-413.776306,180.347229,1146.657349,,,,,,
122,0,-0.015706,-0.780387,-0.004380,-429.573120,103.439522,1799.165527,0.005718,-0.010690,-0.011994,-367.268219,91.546715,900.299133,-0.017923,0.045860,-0.034925,-413.765991,180.346207,1146.664795,,,,,,
123,0,-0.015776,-0.780602,-0.004451,-429.578003,103.446663,1799.158813,0.005741,-0.010855,-0.011875,-367.266144,91.560722,900.307617,-0.017954,0.045890,-0.034986,-413.767120,180.344330,1146.665649,,,,,,
124,0,-0.015859,-0.780499,-0.004538,-429.578003,103.436539,1799.157959,0.006962,-0.007559,-0.014663,-367.572113,91.672195,900.252014,-0.018112,0.045520,-0.034807,-413.786255,180.347839,1146.647339,,,,,,
125,0,-0.015706,-0.780285,-0.004898,-429.577881,103.435379,1799.160400,0.006930,-0.007674,-0.015136,-367.601685,91.670418,900.246338,-0.018061,0.045869,-0.034824,-413.787842,180.358078,1146.664673,,,,,,
126,0,-0.015672,-0.780186,-0.004802,-429.570496,103.439110,1799.159302,0.006980,-0.008081,-0.015184,-367.581451,91.678558,900.247498,-0.018120,0.045563,-0.034835,-413.796082,180.361588,1146.648438,,,,,,
127,0,-0.016245,-0.780642,-0.003239,-429.532684,103.216881,1799.151367,0.007040,-0.007348,-0.015458,-367.637878,91.677292,900.247192,-0.018053,0.045881,-0.034934,-413.781769,180.362045,1146.662842,,,,,,
128,0,-0.015789,-0.780350,-0.004763,-429.584320,103.439629,1799.158203,0.006957,-0.007911,-0.014839,-367.584656,91.684929,900.253479,-0.018532,0.045913,-0.034891,-413.786316,180.358795,1146.653687,,,,,,
129,0,-0.016038,-0.780695,-0.003704,-429.532593,103.214340,1799.155640,0.006928,-0.007891,-0.015079,-367.594269,91.678566,900.254028,-0.018139,0.045801,-0.035033,-413.803864,180.369766,1146.661011,,,,,,
130,0,-0.016261,-0.780894,-0.003392,-429.537445,103.210159,1799.158203,0.006800,-0.007542,-0.015258,-367.615143,91.677101,900.252930,-0.018181,0.045412,-0.034795,-413.801086,180.365601,1146.643555,,,,,,
131,0,-0.015632,-0.780408,-0.004751,-429.590424,103.441917,1799.167969,0.006772,-0.007732,-0.015374,-367.623749,91.684227,900.246826,-0.018053,0.045796,-0.035214,-413.795532,180.371399,1146.652344,,,,,,
132,0,-0.015711,-0.780467,-0.004470,-429.594696,103.443802,1799.160522,0.006892,-0.007874,-0.015558,-367.636993,91.675888,900.251953,-0.018296,0.045710,-0.035141,-413.788788,180.375076,1146.647705,,,,,,
133,0,-0.015641,-0.780359,-0.004828,-429.583649,103.448677,1799.161377,0.005823,-0.010948,-0.012368,-367.314545,91.587517,900.300659,-0.017875,0.046016,-0.035287,-413.797058,180.386398,1146.667603,,,,,,
134,0,-0.015884,-0.780238,-0.004496,-429.585388,103.435822,1799.152344,0.006962,-0.007584,-0.015930,-367.651428,91.692764,900.240845,-0.018018,0.045891,-0.035226,-413.797150,180.387070,1146.659424,,,,,,
135,0,-0.015783,-0.780176,-0.004885,-429.581482,103.438744,1799.162231,0.007001,-0.007587,-0.015752,-367.653748,91.695076,900.244873,-0.018063,0.045791,-0.035219,-413.793213,180.390335,1146.653564,,,,,,
136,0,-0.015820,-0.780326,-0.004808,-429.593048,103.442505,1799.158325,0.006798,-0.007165,-0.015576,-367.681244,91.695274,900.242737,-0.018100,0.045789,-0.035348,-413.801086,180.400787,1146.650513,,,,,,
137,0,-0.015792,-0.780414,-0.004688,-429.588959,103.443115,1799.169922,0.005707,-0.010989,-0.012609,-367.346649,91.600441,900.291931,-0.018040,0.045953,-0.035367,-413.788696,180.400543,1146.658813,,,,,,
138,0,-0.015641,-0.780361,-0.004578,-429.588165,103.438339,1799.165527,0.005951,-0.010415,-0.012323,-367.342743,91.608696,900.299683,-0.018140,0.045848,-0.035412,-413.795441,180.402847,1146.657349,,,,,,
139,0,-0.015648,-0.780424,-0.004535,-429.585815,103.443810,1799.168579,0.007007,-0.007011,-0.016017,-367.686584,91.717758,900.238464,-0.018031,0.045861,-0.035471,-413.782227,180.417053,1146.659668,,,,,,
140,0,-0.015817,-0.780408,-0.004576,-429.580750,103.429390,1799.156128,0.005489,-0.010509,-0.012584,-367.347382,91.591515,900.312439,-0.017899,0.045804,-0.035495,-413.801849,180.424118,1146.650269,,,,,,
141,0,-0.015935,-0.780129,-0.004455,-429.575775,103.441856,1799.154541,0.006744,-0.007870,-0.015816,-367.662170,91.703064,900.249512,-0.018131,0.045878,-0.035482,-413.794647,180.419571,1146.659790,,,,,,
142,0,-0.015711,-0.780387,-0.004842,-429.578369,103.444855,1799.165405,0.006885,-0.007609,-0.015804,-367.669739,91.708931,900.254272,-0.018166,0.045901,-0.035652,-413.786835,180.428314,1146.659912,,,,,,
143,0,-0.015783,-0.780325,-0.004692,-429.578461,103.441521,1799.159668,0.006996,-0.008094,-0.015808,-367.661896,91.723198,900.242981,-0.018259,0.045977,-0.035706,-413.783722,180.441391,1146.664307,,,,,,
144,0,-0.015636,-0.780348,-0.004963,-429.569672,103.438553,1799.159790,0.006666,-0.007812,-0.015755,-367.668793,91.713142,900.253967,-0.017839,0.045826,-0.035723,-413.779877,180.424591,1146.656494,,,,,,
145,0,-0.015864,-0.780280,-0.004500,-429.574554,103.442841,1799.156128,0.006928,-0.007676,-0.015785,-367.686066,91.728615,900.245789,-0.017853,0.045893,-0.035630,-413.785706,180.433777,1146.668945,,,,,,
146,0,-0.015748,-0.780424,-0.004500,-429.570251,103.436050,1799.163452,0.006998,-0.007534,-0.016407,-367.702332,91.736168,900.248962,-0.017858,0.045820,-0.035895,-413.780212,180.437408,1146.653564,,,,,,
147,0,-0.015642,-0.780158,-0.004472,-429.585602,103.448082,1799.164429,0.007022,-0.007619,-0.016258,-367.706146,91.738884,900.236755,-0.017946,0.045923,-0.035739,-413.793671,180.437561,1146.664429,,,,,,
148,0,-0.015632,-0.780412,-0.004720,-429.567200,103.436493,1799.165161,0.007096,-0.007911,-0.016347,-367.704071,91.736717,900.232605,-0.017897,0.046058,-0.036062,-413.772583,180.458115,1146.672241,,,,,,
149,0,-0.015620,-0.780226,-0.004830,-429.572906,103.445541,1799.165649,0.007068,-0.007616,-0.016401,-367.711914,91.743713,900.239563,-0.017867,0.045986,-0.035837,-413.791809,180.455078,1146.662231,,,,,,
150,0,-0.015778,-0.780318,-0.004766,-429.561615,103.440216,1799.161865,0.007074,-0.007484,-0.016235,-367.716980,91.763641,900.246216,-0.017576,0.046008,-0.036169,-413.768555,180.452988,1146.668823,,,,,,
151,0,-0.015679,-0.780233,-0.004869,-429.565674,103.437080,1799.165283,0.007114,-0.007563,-0.016460,-367.711578,91.778236,900.235962,-0.017822,0.045889,-0.036013,-413.789093,180.465057,1146.662231,,,,,,
152,0,-0.015860,-0.780348,-0.004471,-429.579620,103.447273,1799.161377,0.005934,-0.011170,-0.012987,-367.375488,91.655479,900.296753,-0.017901,0.045645,-0.036111,-413.790039,180.475479,1146.642090,,,,,,
153,0,-0.015562,-0.780449,-0.004270,-429.572174,103.440186,1799.166382,0.007173,-0.007605,-0.016545,-367.734741,91.778404,900.223022,-0.017707,0.045908,-0.036135,-413.789917,180.488022,1146.668823,,,,,,
154,0,-0.015644,-0.780308,-0.004518,-429.572052,103.442215,1799.158325,0.007096,-0.007908,-0.017074,-367.732330,91.776077,900.237305,-0.017788,0.045922,-0.036268,-413.773499,180.485840,1146.665039,,,,,,
155,0,-0.015764,-0.780466,-0.004532,-429.568939,103.447411,1799.156006,0.007148,-0.007766,-0.016854,-367.734894,91.767792,900.225769,-0.017914,0.045917,-0.036505,-413.770630,180.503586,1146.668823,,,,,,
156,0,-0.015698,-0.780536,-0.004402,-429.577209,103.438019,1799.167603,0.007183,-0.007459,-0.017288,-367.763214,91.793854,900.230713,-0.018014,0.045996,-0.036436,-413.771393,180.502823,1146.669067,,,,,,
157,0,-0.015583,-0.780390,-0.004577,-429.573822,103.438622,1799.161987,0.007225,-0.007696,-0.017049,-367.752258,91.790482,900.225159,-0.017912,0.046024,-0.036546,-413.770477,180.506149,1146.670044,,,,,,
158,0,-0.015841,-0.780257,-0.004621,-429.582916,103.446274,1799.162231,0.007259,-0.007614,-0.016976,-367.749878,91.815132,900.225647,-0.017847,0.045766,-0.036232,-413.784698,180.505280,1146.658813,,,,,,
159,0,-0.015639,-0.780552,-0.004730,-429.568878,103.433128,1799.171387,0.007228,-0.007472,-0.017157,-367.774780,91.809921,900.220093,-0.017840,0.045991,-0.036625,-413.763855,180.507507,1146.666382,,,,,,
160,0,-0.015738,-0.780385,-0.004666,-429.574646,103.442032,1799.163330,0.007408,-0.007934,-0.017208,-367.769226,91.814545,900.212463,-0.017983,0.045820,-0.036531,-413.782928,180.522614,1146.659180,,,,,,
161,0,-0.015911,-0.780360,-0.004809,-429.576843,103.432823,1799.163574,0.007425,-0.007851,-0.017330,-367.783569,91.827568,900.218018,-0.017657,0.045856,-0.036763,-413.777466,180.522079,1146.670288,,,,,,
162,0,-0.015566,-0.780648,-0.004442,-429.577454,103.446716,1799.163818,0.006099,-0.011297,-0.014051,-367.441162,91.719131,900.286499,-0.017801,0.045782,-0.036798,-413.787933,180.546753,1146.663696,,,,,,
163,0,-0.016269,-0.780801,-0.003670,-429.521545,103.221786,1799.149658,0.007112,-0.007924,-0.017309,-367.765778,91.831680,900.230225,-0.017606,0.046147,-0.036803,-413.778625,180.533463,1146.680176,,,,,,
164,0,-0.015790,-0.780333,-0.004651,-429.582062,103.448364,1799.158691,0.007692,-0.007932,-0.017491,-367.788727,91.860260,900.211853,-0.017715,0.045978,-0.037065,-413.775116,180.547394,1146.669312,,,,,,
165,0,-0.015562,-0.780379,-0.004860,-429.579895,103.438736,1799.162231,0.007439,-0.007522,-0.017787,-367.811157,91.847610,900.209900,-0.017791,0.045868,-0.037056,-413.764130,180.558289,1146.663330,,,,,,
166,0,-0.015763,-0.780218,-0.004644,-429.583435,103.439178,1799.161865,0.007310,-0.007199,-0.017950,-367.832794,91.844414,900.225586,-0.017618,0.045906,-0.036981,-413.778290,180.562225,1146.672607,,,,,,
167,0,-0.015607,-0.780476,-0.004624,-429.581604,103.432709,1799.166504,0.006186,-0.011332,-0.014657,-367.481873,91.749092,900.273865,-0.017682,0.046016,-0.037176,-413.770721,180.561234,1146.680054,,,,,,
168,0,-0.015887,-0.780259,-0.004230,-429.590271,103.444260,1799.159424,0.007353,-0.007928,-0.018128,-367.826904,91.850342,900.214966,-0.017444,0.045994,-0.037095,-413.776428,180.560715,1146.675659,,,,,,
169,0,-0.015603,-0.780196,-0.004911,-429.586121,103.445999,1799.172607,0.007471,-0.007881,-0.017967,-367.826019,91.880791,900.218811,-0.017453,0.045890,-0.037292,-413.779449,180.564514,1146.668335,,,,,,
170,0,-0.015811,-0.780291,-0.004619,-429.590027,103.437843,1799.166382,0.005978,-0.010490,-0.014984,-367.531586,91.763657,900.286255,-0.017664,0.045986,-0.037399,-413.758392,180.578339,1146.668335,,,,,,
171,0,-0.015763,-0.780265,-0.004479,-429.598297,103.446770,1799.157837,0.006088,-0.010805,-0.014783,-367.517670,91.776337,900.274109,-0.017733,0.045847,-0.037463,-413.758392,180.589996,1146.662109,,,,,,
172,0,-0.016269,-0.780646,-0.003501,-429.532471,103.212784,1799.156128,0.006433,-0.011386,-0.014599,-367.477692,91.784943,900.272095,-0.017554,0.045975,-0.037466,-413.763245,180.594406,1146.669800,,,,,,
173,0,-0.015759,-0.780308,-0.004640,-429.587738,103.443993,1799.161743,0.006239,-0.010859,-0.015174,-367.532898,91.788933,900.281311,-0.017863,0.046009,-0.037573,-413.745880,180.607513,1146.673218,,,,,,
174,0,-0.015611,-0.780270,-0.004778,-429.581238,103.445808,1799.165039,0.006185,-0.010910,-0.014883,-367.517334,91.793221,900.276001,-0.017460,0.046038,-0.037696,-413.752869,180.601776,1146.671997,,,,,,
175,0,-0.015631,-0.780206,-0.004786,-429.584259,103.446793,1799.164307,0.006236,-0.011149,-0.015231,-367.522583,91.804497,900.280884,-0.017544,0.046114,-0.037741,-413.740814,180.610062,1146.677124,,,,,,
176,0,-0.015732,-0.780390,-0.004823,-429.591309,103.445267,1799.157593,0.006495,-0.010777,-0.015681,-367.558350,91.819572,900.270264,-0.017477,0.046016,-0.037728,-413.768158,180.623108,1146.669312,,,,,,
177,0,-0.015776,-0.780333,-0.004304,-429.586853,103.446510,1799.156616,0.006330,-0.011037,-0.015062,-367.512604,91.803917,900.271301,-0.017566,0.045922,-0.037939,-413.745605,180.625748,1146.672119,,,,,,
178,0,-0.015572,-0.780177,-0.004718,-429.580444,103.434288,1799.159424,0.006428,-0.010883,-0.015520,-367.553070,91.822273,900.274231,-0.017566,0.045887,-0.037780,-413.748077,180.630417,1146.675171,,,,,,
179,0,-0.015857,-0.780279,-0.004701,-429.576996,103.435669,1799.157471,0.006424,-0.010947,-0.015463,-367.532410,91.827988,900.266907,-0.017353,0.046110,-0.037800,-413.742737,180.619659,1146.676758,,,,,,
180,0,-0.015594,-0.780315,-0.004920,-429.582123,103.443687,1799.160034,0.007677,-0.007886,-0.018942,-367.883759,91.948845,900.205627,-0.017537,0.046010,-0.037941,-413.743225,180.634567,1146.672485,,,,,,
181,0,-0.015675,-0.780440,-0.004321,-429.589996,103.439926,1799.161743,0.006255,-0.011083,-0.015260,-367.534607,91.835594,900.275696,-0.017393,0.046008,-0.038027,-413.729828,180.638672,1146.675171,,,,,,
182,0,-0.015583,-0.780085,-0.004850,-429.583130,103.446716,1799.166138,0.006405,-0.010654,-0.015547,-367.552673,91.848923,900.277161,-0.017569,0.045962,-0.038138,-413.717010,180.649109,1146.675171,,,,,,
183,0,-0.015674,-0.780183,-0.004711,-429.574982,103.443680,1799.156494,0.006398,-0.010989,-0.015837,-367.542694,91.849739,900.273254,-0.017570,0.045981,-0.038229,-413.720306,180.655258,1146.671875,,,,,,
184,0,-0.016224,-0.780890,-0.003519,-429.528564,103.211426,1799.150635,0.006514,-0.011262,-0.016122,-367.542450,91.856232,900.259277,-0.017393,0.046110,-0.038327,-413.717102,180.654846,1146.683228,,,,,,
185,0,-0.015946,-0.780277,-0.004639,-429.566132,103.442230,1799.160889,0.006543,-0.011151,-0.015870,-367.549286,91.862625,900.266052,-0.017384,0.046072,-0.038600,-413.713470,180.676270,1146.676514,,,,,,
186,0,-0.015766,-0.780368,-0.004599,-429.564453,103.433571,1799.163208,0.006448,-0.011540,-0.015901,-367.522247,91.861343,900.270691,-0.017519,0.046040,-0.038410,-413.710175,180.678833,1146.675537,,,,,,
187,0,-0.015787,-0.780329,-0.004478,-429.576965,103.433128,1799.156616,0.006483,-0.010880,-0.016663,-367.592407,91.866646,900.256897,-0.017558,0.046007,-0.038550,-413.714478,180.691818,1146.674561,,,,,,
188,0,-0.015620,-0.780424,-0.004502,-429.571472,103.444580,1799.166748,0.006382,-0.010798,-0.016240,-367.572479,91.865288,900.272888,-0.017413,0.046081,-0.038618,-413.716919,180.699432,1146.684082,,,,,,
189,0,-0.015693,-0.780228,-0.004618,-429.572601,103.440109,1799.159790,0.006608,-0.010928,-0.016544,-367.575409,91.895538,900.272949,-0.017379,0.046180,-0.038810,-413.701782,180.709900,1146.690430,,,,,,
190,0,-0.015696,-0.780198,-0.004842,-429.570618,103.440002,1799.162354,0.006490,-0.010837,-0.016560,-367.581512,91.883698,900.268860,-0.017501,0.045909,-0.038809,-413.704926,180.706253,1146.667114,,,,,,
191,0,-0.015784,-0.780214,-0.004813,-429.564972,103.442299,1799.163696,0.006462,-0.010559,-0.016958,-367.628998,91.885551,900.253174,-0.017546,0.046013,-0.038953,-413.692780,180.720261,1146.674438,,,,,,
192,0,-0.015872,-0.780240,-0.004484,-429.568359,103.435066,1799.156128,0.006617,-0.010633,-0.016824,-367.614075,91.908142,900.265259,-0.017211,0.046024,-0.038986,-413.695740,180.729813,1146.680298,,,,,,
193,0,-0.015806,-0.780417,-0.004960,-429.575775,103.439835,1799.161255,0.006536,-0.010768,-0.017235,-367.626923,91.903412,900.261780,-0.017266,0.046071,-0.038977,-413.694061,180.730515,1146.686646,,,,,,
194,0,-0.015703,-0.780334,-0.004603,-429.573822,103.442986,1799.156860,0.006536,-0.010672,-0.016874,-367.614319,91.914665,900.266357,-0.017425,0.045991,-0.039050,-413.710724,180.751068,1146.684326,,,,,,
195,0,-0.015558,-0.780160,-0.004705,-429.574799,103.446518,1799.160889,0.006602,-0.010870,-0.017087,-367.620422,91.928375,900.264893,-0.017280,0.045892,-0.039060,-413.685089,180.733551,1146.673584,,,,,,
196,0,-0.015592,-0.780399,-0.004558,-429.576172,103.446289,1799.165771,0.006459,-0.010664,-0.017143,-367.622803,91.923347,900.269653,-0.017382,0.046131,-0.039268,-413.684570,180.750687,1146.675781,,,,,,
197,0,-0.015664,-0.780218,-0.004796,-429.567230,103.440155,1799.173218,0.006533,-0.011165,-0.016873,-367.595734,91.925720,900.263672,-0.017386,0.046158,-0.039347,-413.684082,180.755951,1146.680664,,,,,,
198,0,-0.015733,-0.780129,-0.004464,-429.571014,103.443390,1799.160645,0.006665,-0.010852,-0.017096,-367.631287,91.962997,900.266663,-0.017485,0.045991,-0.039448,-413.685455,180.775238,1146.676025,,,,,,
199,0,-0.015912,-0.780523,-0.005024,-429.551086,103.439278,1799.167114,0.006565,-0.010746,-0.017123,-367.634979,91.947670,900.271851,-0.017386,0.045969,-0.039361,-413.689789,180.775436,1146.677856,,,,,,
200,0,-0.015819,-0.780275,-0.004880,-429.574951,103.444328,1799.153809,0.006422,-0.010610,-0.017374,-367.650665,91.937019,900.266235,-0.017294,0.046038,-0.039451,-413.688812,180.774200,1146.680420,,,,,,
201,0,-0.016113,-0.780623,-0.003633,-429.531006,103.218147,1799.157349,0.006497,-0.011184,-0.017228,-367.617310,91.942627,900.259155,-0.017541,0.045865,-0.039653,-413.678955,180.788376,1146.672974,,,,,,
202,0,-0.015856,-0.780421,-0.004585,-429.575775,103.440475,1799.166504,0.006326,-0.011102,-0.017161,-367.626709,91.951477,900.270630,-0.017312,0.045972,-0.039744,-413.669739,180.790634,1146.673096,,,,,,
203,0,-0.016178,-0.780945,-0.003713,-429.531433,103.225723,1799.155151,0.006712,-0.011419,-0.017270,-367.605560,91.961449,900.258484,-0.017182,0.046007,-0.039669,-413.678741,180.793182,1146.681519,,,,,,
204,0,-0.015781,-0.780240,-0.004279,-429.594543,103.452972,1799.156494,0.006459,-0.010944,-0.017419,-367.640503,91.959511,900.263672,-0.017120,0.046120,-0.039840,-413.669342,180.799500,1146.689453,,,,,,
205,0,-0.015680,-0.780117,-0.004650,-429.583862,103.444641,1799.164185,0.006670,-0.010590,-0.017917,-367.670837,91.973839,900.253052,-0.017333,0.045939,-0.039788,-413.675323,180.820770,1146.680908,,,,,,
206,0,-0.015512,-0.780237,-0.004764,-429.594849,103.447678,1799.170776,0.006584,-0.011153,-0.017765,-367.650574,91.969559,900.264099,-0.017429,0.045839,-0.039925,-413.673645,180.822540,1146.674683,,,,,,
207,0,-0.015631,-0.780152,-0.004530,-429.589142,103.441757,1799.163330,0.006633,-0.011056,-0.018108,-367.658508,91.970039,900.242126,-0.017411,0.046147,-0.040110,-413.650269,180.838669,1146.690308,,,,,,
208,0,-0.015501,-0.780480,-0.004767,-429.583588,103.449333,1799.168945,0.006627,-0.010637,-0.017969,-367.668304,91.995506,900.263550,-0.017376,0.045939,-0.039989,-413.662872,180.832825,1146.677002,,,,,,
209,0,-0.015594,-0.780099,-0.004795,-429.582794,103.444740,1799.165283,0.006632,-0.011252,-0.017582,-367.629181,91.980865,900.251282,-0.017366,0.045807,-0.040038,-413.665131,180.836929,1146.675903,,,,,,
210,0,-0.015998,-0.780432,-0.004458,-429.586243,103.447968,1799.161255,0.006955,-0.011302,-0.017994,-367.648102,91.994125,900.242065,-0.017375,0.045883,-0.040105,-413.661530,180.836929,1146.669556,,,,,,
211,0,-0.015735,-0.780260,-0.004754,-429.588226,103.440857,1799.158081,0.006776,-0.010641,-0.018432,-367.702179,91.984756,900.250793,-0.017244,0.045954,-0.040010,-413.640930,180.818527,1146.676758,,,,,,
212,0,-0.016146,-0.781000,-0.003705,-429.537292,103.211403,1799.155884,0.006678,-0.010984,-0.018372,-367.672058,92.002022,900.254333,-0.017227,0.046081,-0.040459,-413.631165,180.852737,1146.684570,,,,,,
213,0,-0.015631,-0.780276,-0.004746,-429.583435,103.444916,1799.161255,0.006507,-0.010646,-0.018218,-367.674957,91.991447,900.261780,-0.017143,0.045962,-0.040386,-413.661316,180.853195,1146.683838,,,,,,
214,0,-0.015571,-0.780273,-0.004559,-429.592987,103.438057,1799.165771,0.006739,-0.010901,-0.018665,-367.687408,92.003128,900.251831,-0.017236,0.046092,-0.040403,-413.636597,180.848969,1146.679077,,,,,,
215,0,-0.015862,-0.780223,-0.004361,-429.598633,103.435745,1799.156128,0.006805,-0.010916,-0.018364,-367.694855,92.019814,900.263428,-0.017292,0.045890,-0.040495,-413.643402,180.859039,1146.674194,,,,,,
216,0,-0.015662,-0.780214,-0.004425,-429.597107,103.441086,1799.160767,0.006617,-0.011226,-0.018195,-367.652771,92.008583,900.259155,-0.017165,0.045939,-0.040408,-413.642883,180.861343,1146.675293,,,,,,
217,0,-0.015602,-0.780324,-0.004722,-429.582397,103.442719,1799.170166,0.006570,-0.010626,-0.018416,-367.680206,92.003059,900.270081,-0.017305,0.045867,-0.040625,-413.640411,180.874695,1146.664185,,,,,,
218,0,-0.016232,-0.780793,-0.003400,-429.535004,103.216110,1799.151489,0.006736,-0.010415,-0.019054,-367.714996,92.013184,900.256897,-0.017316,0.045962,-0.040547,-413.635223,180.880814,1146.676392,,,,,,
219,0,-0.015824,-0.780444,-0.004564,-429.585907,103.438812,1799.161621,0.006750,-0.010216,-0.019142,-367.737976,92.012222,900.237976,-0.017184,0.046004,-0.040859,-413.613983,180.888412,1146.676025,,,,,,
220,0,-0.015887,-0.780371,-0.004707,-429.577789,103.430374,1799.164795,0.006465,-0.010731,-0.018559,-367.685883,92.008148,900.270508,-0.017469,0.045832,-0.040705,-413.629761,180.892349,1146.667847,,,,,,
221,0,-0.015641,-0.780235,-0.004949,-429.566925,103.435852,1799.165283,0.006803,-0.010808,-0.019010,-367.694092,92.025909,900.257019,-0.017210,0.045981,-0.040906,-413.609894,180.901703,1146.678833,,,,,,
222,0,-0.015648,-0.780548,-0.004858,-429.573242,103.433548,1799.160645,0.006577,-0.011013,-0.018728,-367.680603,92.025360,900.263000,-0.017249,0.045850,-0.040866,-413.609528,180.905441,1146.669434,,,,,,
